transaction_id,customer_id,amount_eur,transaction_hour,country,merchant_category,is_synthetic_anomaly,amount_log,is_night_transaction,is_foreign_country,is_unusual_category,model_prediction,is_model_anomaly,anomaly_score,explanation
TXN_ANOM_00024,CUST_0046,3701.17,4,US,unknown_merchant,1,8.216674413202817,1,1,1,-1,1,0.01687358274000572,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00020,CUST_0016,7856.49,0,SG,luxury_goods,1,8.969222496001489,1,1,1,-1,1,0.01680966748479651,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00007,CUST_0248,7976.65,0,AE,electronics,1,8.984399160858736,1,1,1,-1,1,0.016569833315164706,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00017,CUST_0202,7929.61,0,AE,luxury_goods,1,8.978485234747389,1,1,1,-1,1,0.016330080266069524,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00010,CUST_0108,7591.54,0,SG,unknown_merchant,1,8.934921465262958,1,1,1,-1,1,0.013937005372881894,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00042,CUST_0247,6204.32,3,SG,unknown_merchant,1,8.73316226762241,1,1,1,-1,1,0.013712245014124491,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00019,CUST_0056,7536.83,0,JP,cash_withdrawal,1,8.927689621171604,1,1,1,-1,1,0.013220660125074946,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00032,CUST_0089,6425.64,2,SG,luxury_goods,1,8.768207130110225,1,1,1,-1,1,0.012946648859068155,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00036,CUST_0220,2693.62,2,AE,unknown_merchant,1,7.899012471546114,1,1,1,-1,1,0.011754817582741772,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_00139,CUST_0138,4.93,23,DE,restaurant,0,1.780024213009634,1,0,0,-1,1,0.010243879995394778,transaction at uncommon hour
TXN_ANOM_00028,CUST_0012,6818.91,0,AE,unknown_merchant,1,8.827601554269496,1,1,1,-1,1,0.009887311465323845,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00014,CUST_0168,3419.19,3,JP,unknown_merchant,1,8.137451384069054,1,1,1,-1,1,0.007954476409719469,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00013,CUST_0037,5349.08,2,SG,luxury_goods,1,8.584866793049281,1,1,1,-1,1,0.007717637383990228,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00006,CUST_0225,5982.73,0,SG,electronics,1,8.696799398315505,1,1,1,-1,1,0.007515995193430602,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00008,CUST_0022,6362.83,0,AE,cash_withdrawal,1,8.758385676341614,1,1,1,-1,1,0.006993632598074173,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00031,CUST_0108,2685.23,1,JP,electronics,1,7.895894002605598,1,1,1,-1,1,0.005776830923942322,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00022,CUST_0070,3269.22,0,US,electronics,1,8.092612539915677,1,1,1,-1,1,0.005776830923942322,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_01342,CUST_0112,131.27,2,NL,restaurant,0,4.884845288037956,1,1,0,-1,1,0.0056876166104711245,transaction at uncommon hour; foreign country transaction
TXN_ANOM_00044,CUST_0042,4555.37,3,AE,unknown_merchant,1,8.424281532858704,1,1,1,-1,1,0.005166618839363646,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00004,CUST_0230,3840.72,3,BR,unknown_merchant,1,8.253675461963715,1,1,1,-1,1,0.003987936094362321,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_00330,CUST_0089,123.26,1,FR,utilities,0,4.822376144635548,1,1,0,-1,1,0.003281682830797772,transaction at uncommon hour; foreign country transaction
TXN_ANOM_00001,CUST_0030,4650.67,0,US,unknown_merchant,1,8.444981573891093,1,1,1,-1,1,0.001587861344463315,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00029,CUST_0138,4666.94,0,AE,electronics,1,8.448473139853403,1,1,1,-1,1,0.001587861344463315,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00030,CUST_0123,3199.08,1,SG,electronics,1,8.070931088475323,1,1,1,-1,1,0.0014905077056258653,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_ANOM_00040,CUST_0112,3701.55,0,JP,cash_withdrawal,1,8.216777050439697,1,1,1,-1,1,0.00036663057017749523,unusually high amount; transaction at uncommon hour; foreign country transaction; unusual merchant category
TXN_01325,CUST_0193,118.81,4,ES,online_retail,0,4.785907154651808,1,1,0,-1,1,0.00018093784815975678,transaction at uncommon hour; foreign country transaction
TXN_ANOM_00038,CUST_0233,4981.9,1,AE,luxury_goods,1,8.513767329848045,1,1,1,1,0,-0.0003844929273393305,
TXN_ANOM_00039,CUST_0003,3968.96,1,JP,luxury_goods,1,8.286511298063727,1,1,1,1,0,-0.0029543472536367466,
TXN_00458,CUST_0171,95.77,3,AT,transport,0,4.572337028892851,1,1,0,1,0,-0.0036259454168515726,
TXN_00860,CUST_0144,27.03,23,FR,online_retail,0,3.333275365176697,1,1,0,1,0,-0.007823046421690294,
TXN_00848,CUST_0193,34.72,0,FR,restaurant,0,3.575710756008298,1,1,0,1,0,-0.009643129337697509,
TXN_01066,CUST_0192,14.29,1,ES,transport,0,2.727199019940971,1,1,0,1,0,-0.009654601330061907,
TXN_00462,CUST_0045,18.31,1,AT,restaurant,0,2.960623096440423,1,1,0,1,0,-0.015913977828637127,
TXN_00764,CUST_0036,39.11,3,IT,restaurant,0,3.6916256797819615,1,1,0,1,0,-0.018644265598567134,
TXN_01444,CUST_0144,19.97,1,NL,groceries,0,3.0430928449138284,1,1,0,1,0,-0.019109668046726425,
TXN_01403,CUST_0149,26.3,3,FR,groceries,0,3.306886702190914,1,1,0,1,0,-0.02053227171781591,
TXN_00090,CUST_0053,33.12,1,FR,restaurant,0,3.5298837226234783,1,1,0,1,0,-0.020784429410964145,
TXN_00501,CUST_0193,21.85,1,FR,online_retail,0,3.128951117340214,1,1,0,1,0,-0.021156062462920677,
TXN_00474,CUST_0094,99.66,0,DE,transport,0,4.611748501348214,1,0,0,1,0,-0.021246699038242167,
TXN_01253,CUST_0232,6.62,1,DE,restaurant,0,2.030776369698555,1,0,0,1,0,-0.021837096637976172,
TXN_00400,CUST_0109,84.19,23,DE,groceries,0,4.444884056054749,1,0,0,1,0,-0.02346629474688733,
TXN_00412,CUST_0141,27.92,1,NL,transport,0,3.3645333972905638,1,1,0,1,0,-0.023504786964656188,
TXN_00959,CUST_0177,81.42,23,DE,travel,0,4.411828125910671,1,0,0,1,0,-0.02369250613845908,
TXN_00218,CUST_0061,70.89,23,DE,transport,0,4.27513717299578,1,0,0,1,0,-0.026283147215163005,
TXN_00127,CUST_0014,12.93,23,DE,restaurant,0,2.6340447877917144,1,0,0,1,0,-0.027698467638340163,
TXN_01129,CUST_0202,126.44,1,DE,groceries,0,4.847645665601793,1,0,0,1,0,-0.029863986896385697,
TXN_00410,CUST_0067,135.52,4,DE,groceries,0,4.916471124038506,1,0,0,1,0,-0.03085580939090371,
TXN_01388,CUST_0187,9.83,3,DE,restaurant,0,2.382320061012899,1,0,0,1,0,-0.031013871683030603,
TXN_01013,CUST_0160,47.23,23,DE,utilities,0,3.8759812340808804,1,0,0,1,0,-0.036197448368419205,
TXN_00592,CUST_0144,18.14,23,DE,groceries,0,2.9517803860248084,1,0,0,1,0,-0.03671993696744058,
TXN_01415,CUST_0212,52.91,23,DE,online_retail,0,3.9873159894635775,1,0,0,1,0,-0.0376613355202472,
TXN_00326,CUST_0147,50.72,23,DE,groceries,0,3.945844553903657,1,0,0,1,0,-0.038557862600919424,
TXN_01412,CUST_0059,18.42,23,DE,groceries,0,2.966303462863179,1,0,0,1,0,-0.03923787877043616,
TXN_00026,CUST_0037,43.66,23,DE,groceries,0,3.799078246412012,1,0,0,1,0,-0.03972844003435949,
TXN_00147,CUST_0004,11.79,3,DE,restaurant,0,2.548663615590751,1,0,0,1,0,-0.04016786310264975,
TXN_00708,CUST_0167,84.21,1,DE,utilities,0,4.445118797839864,1,0,0,1,0,-0.04071411755157783,
TXN_00699,CUST_0160,52.94,0,DE,groceries,0,3.987872317711584,1,0,0,1,0,-0.04109360840514331,
TXN_00912,CUST_0060,22.39,23,DE,restaurant,0,3.1523085805960878,1,0,0,1,0,-0.04167908311052948,
TXN_01105,CUST_0246,23.0,23,DE,online_retail,0,3.1780538303479458,1,0,0,1,0,-0.04238461011508221,
TXN_00124,CUST_0236,17.18,0,DE,online_retail,0,2.900322088749333,1,0,0,1,0,-0.04249260219772755,
TXN_01324,CUST_0184,23.26,23,DE,restaurant,0,3.1888289035159043,1,0,0,1,0,-0.04370237061440485,
TXN_00913,CUST_0046,13.11,3,DE,transport,0,2.6468837658647226,1,0,0,1,0,-0.04456496384426334,
TXN_01485,CUST_0009,24.71,23,DE,online_retail,0,3.246880021277798,1,0,0,1,0,-0.045500607196371834,
TXN_00577,CUST_0223,72.48,1,DE,restaurant,0,4.297013260346925,1,0,0,1,0,-0.04584675942094041,
TXN_00718,CUST_0242,18.07,0,DE,online_retail,0,2.9481164196123277,1,0,0,1,0,-0.045893139698278684,
TXN_01457,CUST_0133,37.68,23,DE,transport,0,3.6553226705850936,1,0,0,1,0,-0.046258487040586105,
TXN_00580,CUST_0046,12.78,1,DE,transport,0,2.6232182655855123,1,0,0,1,0,-0.04721380604214964,
TXN_00430,CUST_0021,26.5,23,DE,groceries,0,3.3141860046725258,1,0,0,1,0,-0.04796573310626617,
TXN_00868,CUST_0018,12.97,1,DE,utilities,0,2.6369121732688705,1,0,0,1,0,-0.048086079884634536,
TXN_01383,CUST_0093,28.5,23,DE,transport,0,3.3843902633457743,1,0,0,1,0,-0.04858107858351968,
TXN_00075,CUST_0110,35.4,23,DE,groceries,0,3.594568774642695,1,0,0,1,0,-0.04865795115215654,
TXN_00837,CUST_0144,29.39,23,DE,travel,0,3.414113606928702,1,0,0,1,0,-0.04879879525250086,
TXN_01218,CUST_0002,34.31,23,DE,online_retail,0,3.564166209940295,1,0,0,1,0,-0.04913838175112839,
TXN_00935,CUST_0117,19.98,0,DE,online_retail,0,3.043569602968151,1,0,0,1,0,-0.04929972717556985,
TXN_00531,CUST_0064,33.07,23,DE,restaurant,0,3.5284172316728752,1,0,0,1,0,-0.049355909920147156,
TXN_00134,CUST_0128,76.92,4,DE,transport,0,4.3556826593342794,1,0,0,1,0,-0.050246861787544006,
TXN_01190,CUST_0060,21.34,0,DE,utilities,0,3.1063787936410545,1,0,0,1,0,-0.05043139200536506,
TXN_00091,CUST_0105,59.43,1,DE,groceries,0,4.101485670373467,1,0,0,1,0,-0.05094823466410958,
TXN_00367,CUST_0196,45.8,0,DE,groceries,0,3.845883202923601,1,0,0,1,0,-0.052205709694909785,
TXN_00174,CUST_0174,14.41,4,DE,utilities,0,2.7350166493320245,1,0,0,1,0,-0.054323132725140444,
TXN_00932,CUST_0000,5.97,20,FR,online_retail,0,1.9416152247724325,0,1,0,1,0,-0.05435648969331641,
TXN_01102,CUST_0215,15.7,3,DE,groceries,0,2.8154087194227095,1,0,0,1,0,-0.054456398174743015,
TXN_00443,CUST_0029,235.65,19,FR,online_retail,0,5.466582256352257,0,1,0,1,0,-0.05485020868928614,
TXN_01367,CUST_0012,42.11,0,DE,utilities,0,3.763754988759043,1,0,0,1,0,-0.05537716226982736,
TXN_01027,CUST_0101,41.33,0,DE,online_retail,0,3.745496054532832,1,0,0,1,0,-0.0564535238412035,
TXN_00822,CUST_0222,27.44,0,DE,utilities,0,3.34779660493504,1,0,0,1,0,-0.05703154711027958,
TXN_01368,CUST_0167,38.26,0,DE,groceries,0,3.670206188848315,1,0,0,1,0,-0.05713976834478651,
TXN_01263,CUST_0167,40.5,0,DE,groceries,0,3.725693427236653,1,0,0,1,0,-0.0577109133226027,
TXN_01371,CUST_0064,16.27,1,DE,transport,0,2.848970892158587,1,0,0,1,0,-0.058991975764100535,
TXN_00374,CUST_0146,36.87,0,DE,restaurant,0,3.634159241913703,1,0,0,1,0,-0.059448038196002195,
TXN_00802,CUST_0116,5.46,8,FR,travel,0,1.8656293177945105,0,1,0,1,0,-0.05958218429589279,
TXN_00570,CUST_0235,5.52,8,IT,transport,0,1.8748743759385615,0,1,0,1,0,-0.06123851999358687,
TXN_00212,CUST_0242,5.1,19,ES,online_retail,0,1.8082887711792655,0,1,0,1,0,-0.06139583504608448,
TXN_00621,CUST_0236,44.65,1,DE,utilities,0,3.8210036070409776,1,0,0,1,0,-0.06352909360292613,
TXN_00705,CUST_0066,5.32,19,NL,groceries,0,1.843719208158766,0,1,0,1,0,-0.06535218059315318,
TXN_01097,CUST_0225,42.92,4,DE,online_retail,0,3.7823697972012753,1,0,0,1,0,-0.06566533801596874,
TXN_00827,CUST_0220,35.59,2,DE,travel,0,3.5997749790311158,1,0,0,1,0,-0.06652409790328873,
TXN_00542,CUST_0065,37.03,2,DE,transport,0,3.638375321940168,1,0,0,1,0,-0.0669159401615872,
TXN_00712,CUST_0028,23.27,1,DE,restaurant,0,3.18924101973851,1,0,0,1,0,-0.06754371316272023,
TXN_00227,CUST_0029,26.57,2,DE,transport,0,3.3167282250357055,1,0,0,1,0,-0.06922516947198254,
TXN_01165,CUST_0069,24.78,4,DE,restaurant,0,3.2495989975110415,1,0,0,1,0,-0.06942761836778533,
TXN_00303,CUST_0182,26.81,2,DE,groceries,0,3.3253956682458736,1,0,0,1,0,-0.06943590356741758,
TXN_00711,CUST_0043,35.95,1,DE,online_retail,0,3.609565647394211,1,0,0,1,0,-0.07038477387810027,
TXN_00251,CUST_0136,31.13,4,DE,groceries,0,3.469790173127767,1,0,0,1,0,-0.07171696749007594,
TXN_00267,CUST_0112,29.9,1,DE,travel,0,3.4307561839036995,1,0,0,1,0,-0.07190277829343406,
TXN_00002,CUST_0092,4.95,11,FR,transport,0,1.7833912195575383,0,1,0,1,0,-0.07231760068253978,
TXN_00201,CUST_0150,26.9,1,DE,groceries,0,3.32862668882732,1,0,0,1,0,-0.07235347442234086,
TXN_00652,CUST_0203,9.56,21,FR,groceries,0,2.3570732782781154,0,1,0,1,0,-0.07256048478962063,
TXN_00480,CUST_0212,7.82,7,AT,groceries,0,2.1770218700187,0,1,0,1,0,-0.07737687972124419,
TXN_01035,CUST_0201,10.37,21,FR,online_retail,0,2.4309783077624445,0,1,0,1,0,-0.08093357451164906,
TXN_00557,CUST_0048,6.62,19,NL,utilities,0,2.030776369698555,0,1,0,1,0,-0.08189282887628546,
TXN_00727,CUST_0201,2.8,8,DE,transport,0,1.33500106673234,0,0,0,1,0,-0.0844250454637141,
TXN_01056,CUST_0038,177.78,16,FR,travel,0,5.186155999659706,0,1,0,1,0,-0.0871654453427505,
TXN_01184,CUST_0238,5.14,6,DE,transport,0,1.814824742159051,0,0,0,1,0,-0.08808854413791889,
TXN_00607,CUST_0139,144.79,18,FR,restaurant,0,4.982167230116731,0,1,0,1,0,-0.08958366802308804,
TXN_01238,CUST_0184,5.38,6,DE,utilities,0,1.8531680973566984,0,0,0,1,0,-0.09587286110775273,
TXN_01028,CUST_0002,90.72,6,AT,online_retail,0,4.518740457989704,0,1,0,1,0,-0.09904476662284822,
TXN_01186,CUST_0093,170.57,12,AT,online_retail,0,5.144991346595335,0,1,0,1,0,-0.09937141996294485,
TXN_00719,CUST_0241,188.75,21,DE,restaurant,0,5.2457074162757396,0,0,0,1,0,-0.09953135054847717,
TXN_01264,CUST_0112,5.79,6,DE,transport,0,1.9154509415706047,0,0,0,1,0,-0.10098198140469317,
TXN_00566,CUST_0224,270.26,17,DE,utilities,0,5.6030777705345685,0,0,0,1,0,-0.10149435947896579,
TXN_00052,CUST_0243,147.47,16,NL,transport,0,5.000382917631905,0,1,0,1,0,-0.10294227723332838,
TXN_00073,CUST_0083,2.47,16,DE,travel,0,1.244154593958768,0,0,0,1,0,-0.10313326766193676,
TXN_01147,CUST_0095,145.04,16,NL,groceries,0,4.983880556787436,0,1,0,1,0,-0.10410772976166571,
TXN_01428,CUST_0145,63.35,5,IT,utilities,0,4.164336934042136,0,1,0,1,0,-0.10430825833090729,
TXN_01250,CUST_0067,11.17,20,FR,restaurant,0,2.498973906999436,0,1,0,1,0,-0.10492431344654862,
TXN_00475,CUST_0098,87.91,20,FR,groceries,0,4.487624622133048,0,1,0,1,0,-0.10745291120211897,
TXN_00146,CUST_0122,49.31,22,FR,online_retail,0,3.9182038645032273,0,1,0,1,0,-0.10813263020150032,
TXN_00589,CUST_0105,51.35,22,FR,online_retail,0,3.9579519373165457,0,1,0,1,0,-0.10861678018208232,
TXN_00785,CUST_0099,141.58,10,AT,groceries,0,4.959903245689483,0,1,0,1,0,-0.10901050761446063,
TXN_00586,CUST_0012,125.77,17,ES,travel,0,4.842374420950636,0,1,0,1,0,-0.10977567028545654,
TXN_00943,CUST_0223,146.88,11,FR,groceries,0,4.996401134068432,0,1,0,1,0,-0.11004398289239381,
TXN_00167,CUST_0103,8.99,18,IT,transport,0,2.301584592660462,0,1,0,1,0,-0.11207846917888609,
TXN_00559,CUST_0169,144.36,12,FR,utilities,0,4.979213424087916,0,1,0,1,0,-0.11331804957219904,
TXN_01318,CUST_0112,96.07,7,FR,groceries,0,4.575432367724135,0,1,0,1,0,-0.1146037552891569,
TXN_00510,CUST_0136,10.16,19,FR,transport,0,2.412335956953165,0,1,0,1,0,-0.11634373892636662,
TXN_00583,CUST_0167,28.03,5,FR,online_retail,0,3.3683297780365384,0,1,0,1,0,-0.11723558104670384,
TXN_00205,CUST_0170,4.49,9,DE,travel,0,1.7029282555214393,0,0,0,1,0,-0.1173367585895303,
TXN_00000,CUST_0102,276.47,12,DE,travel,0,5.625712819234279,0,0,0,1,0,-0.11814398911956914,
TXN_01332,CUST_0043,292.44,13,DE,restaurant,0,5.6816731890681,0,0,0,1,0,-0.11819017578464464,
TXN_00220,CUST_0244,4.7,9,DE,groceries,0,1.7404661748405044,0,0,0,1,0,-0.1200175631897119,
TXN_00148,CUST_0233,206.96,18,DE,groceries,0,5.337345753515515,0,0,0,1,0,-0.1200421418526445,
TXN_00106,CUST_0014,60.56,21,ES,groceries,0,4.120012308970678,0,1,0,1,0,-0.12037898060043373,
TXN_01050,CUST_0231,4.34,14,DE,utilities,0,1.6752256529721035,0,0,0,1,0,-0.12076729397827812,
TXN_00429,CUST_0118,261.34,10,DE,online_retail,0,5.569641372386999,0,0,0,1,0,-0.12095394256875891,
TXN_01259,CUST_0213,260.09,10,DE,utilities,0,5.5648651754695315,0,0,0,1,0,-0.12095394256875891,
TXN_00955,CUST_0089,4.2,15,DE,restaurant,0,1.6486586255873816,0,0,0,1,0,-0.12317931672584637,
TXN_01222,CUST_0106,9.28,10,FR,utilities,0,2.330200260027019,0,1,0,1,0,-0.12341183737396644,
TXN_01133,CUST_0150,129.53,14,AT,transport,0,4.871603085400698,0,1,0,1,0,-0.12439387125576296,
TXN_00291,CUST_0128,122.96,11,AT,restaurant,0,4.819958932919548,0,1,0,1,0,-0.12801677551982615,
TXN_01377,CUST_0202,111.75,10,FR,groceries,0,4.725172978382788,0,1,0,1,0,-0.12809231023040513,
TXN_01334,CUST_0069,8.41,22,DE,transport,0,2.2417729535972883,0,0,0,1,0,-0.12941709814432523,
TXN_01358,CUST_0133,20.7,6,ES,restaurant,0,3.077312260546414,0,1,0,1,0,-0.12957989738933873,
TXN_00230,CUST_0127,9.74,10,FR,utilities,0,2.3739750890807185,0,1,0,1,0,-0.13045366435992112,
TXN_00191,CUST_0178,61.56,20,ES,transport,0,4.136126096237056,0,1,0,1,0,-0.13050431792445039,
TXN_00954,CUST_0163,11.24,8,ES,utilities,0,2.50470927708418,0,1,0,1,0,-0.13131641339824474,
TXN_00665,CUST_0009,50.05,6,IT,transport,0,3.9328055446106744,0,1,0,1,0,-0.1316845711966208,
TXN_01406,CUST_0092,5.12,18,DE,groceries,0,1.8115620965242347,0,0,0,1,0,-0.13169980416000104,
TXN_00182,CUST_0102,47.68,6,FR,groceries,0,3.8852682681193262,0,1,0,1,0,-0.13193833058117854,
TXN_00083,CUST_0080,6.54,21,DE,restaurant,0,2.020222182019865,0,0,0,1,0,-0.1329567057301,
TXN_00196,CUST_0051,7.64,6,DE,groceries,0,2.1564025828159643,0,0,0,1,0,-0.1330306767571685,
TXN_00819,CUST_0185,8.63,22,DE,online_retail,0,2.2648832258100344,0,0,0,1,0,-0.13374425830120018,
TXN_01450,CUST_0052,5.49,19,DE,online_retail,0,1.8702625307159986,0,0,0,1,0,-0.1337634652499179,
TXN_00893,CUST_0000,84.84,8,FR,transport,0,4.452485098322443,0,1,0,1,0,-0.13377769743777013,
TXN_00115,CUST_0236,41.71,6,NL,transport,0,3.754433084853375,0,1,0,1,0,-0.13419957008271544,
TXN_00895,CUST_0204,188.21,8,DE,groceries,0,5.242857509343669,0,0,0,1,0,-0.13422163680569588,
TXN_00958,CUST_0059,56.63,20,FR,groceries,0,4.054043265448575,0,1,0,1,0,-0.13433083739205853,
TXN_00020,CUST_0149,19.31,20,NL,transport,0,3.011113375592293,0,1,0,1,0,-0.13515091054943718,
TXN_00597,CUST_0057,39.5,6,FR,transport,0,3.7013019741124933,0,1,0,1,0,-0.13564228120079624,
TXN_01152,CUST_0177,38.37,6,FR,restaurant,0,3.673004104955646,0,1,0,1,0,-0.13568003192553058,
TXN_00605,CUST_0126,6.09,20,DE,online_retail,0,1.958685340544036,0,0,0,1,0,-0.13714621439716024,
TXN_01423,CUST_0131,165.08,7,DE,utilities,0,5.112469599977524,0,0,0,1,0,-0.13834429959060024,
TXN_00546,CUST_0085,23.22,20,NL,groceries,0,3.1871787381249463,0,1,0,1,0,-0.13883655623978342,
TXN_00907,CUST_0057,12.49,19,FR,transport,0,2.6019486702196644,0,1,0,1,0,-0.13934067608758283,
TXN_00381,CUST_0119,50.37,20,IT,online_retail,0,3.9390543444791764,0,1,0,1,0,-0.13972719601191386,
TXN_01290,CUST_0003,189.25,16,DE,online_retail,0,5.248338996741795,0,0,0,1,0,-0.14025934371553317,
TXN_00332,CUST_0146,9.08,22,DE,restaurant,0,2.3105532626432224,0,0,0,1,0,-0.14136188198258426,
TXN_01200,CUST_0046,34.36,20,NL,utilities,0,3.5655812377694427,0,1,0,1,0,-0.14205054046948962,
TXN_00448,CUST_0224,75.33,8,FR,groceries,0,4.335066045810379,0,1,0,1,0,-0.1427097185196674,
TXN_00408,CUST_0227,131.77,6,DE,transport,0,4.8886183079078105,0,0,0,1,0,-0.14271188838891036,
TXN_01275,CUST_0186,10.85,11,ES,restaurant,0,2.47232786758114,0,1,0,1,0,-0.14371980564963616,
TXN_00070,CUST_0089,164.17,19,DE,groceries,0,5.106975246532999,0,0,0,1,0,-0.14372769667255214,
